A0A178UFC4	K7K1C3	AF-A0A178UFC4-F1-model_v3	AF-K7K1C3-F1-model_v3	6.6e-09	50.1	NA	NA	NA	NA	working
A0A178UFC4	I1L4U1	AF-A0A178UFC4-F1-model_v3	AF-I1L4U1-F1-model_v3	NA	NA	2.86e-03	155.12	NA	NA	working
A0A178US29	I1N7D8	AF-A0A178US29-F1-model_v3	AF-I1N7D8-F1-model_v3	1.4e-216	629.8	NA	NA	NA	NA	working
A0A178US29	I1K1Z6	AF-A0A178US29-F1-model_v3	AF-I1K1Z6-F1-model_v3	NA	NA	0.00e+00	1982.25	NA	NA	working
A0A178US29	A0A0R0EKD2	AF-A0A178US29-F1-model_v3	AF-A0A0R0EKD2-F1-model_v3	NA	NA	NA	NA	1.167E-85	4130	working
A0A178UUY0	I1MWX5	AF-A0A178UUY0-F1-model_v3	AF-I1MWX5-F1-model_v3	8.3e-177	503.4	NA	NA	NA	NA	working
A0A178UUY0	A0A0R0JKN8	AF-A0A178UUY0-F1-model_v3	AF-A0A0R0JKN8-F1-model_v3	NA	NA	0.00e+00	1042.03	NA	NA	working
A0A178UUY0	I1M9F9	AF-A0A178UUY0-F1-model_v3	AF-I1M9F9-F1-model_v3	NA	NA	NA	NA	7.889E-54	2319	working
A0A178V7N9	I1J943	AF-A0A178V7N9-F1-model_v3	AF-I1J943-F1-model_v3	1.6e-74	238.0	NA	NA	NA	NA	working
A0A178V7N9	I1LHG9	AF-A0A178V7N9-F1-model_v3	AF-I1LHG9-F1-model_v3	NA	NA	1.45e-10	725.57	1.033E-34	1436	working
A0A178VEK7	A0A0R0J8B9	AF-A0A178VEK7-F1-model_v3	AF-A0A0R0J8B9-F1-model_v3	3.8e-86	261.2	NA	NA	5.544E-22	876	working
A0A178VEK7	K7KEG5	AF-A0A178VEK7-F1-model_v3	AF-K7KEG5-F1-model_v3	NA	NA	7.48e-06	593.47	NA	NA	working
A0A178VPF6	A0A0R0GGZ5	AF-A0A178VPF6-F1-model_v3	AF-A0A0R0GGZ5-F1-model_v3	4.5e-116	340.5	NA	NA	6.923E-26	1403	working
A0A178VPF6	A0A0R0EIS1	AF-A0A178VPF6-F1-model_v3	AF-A0A0R0EIS1-F1-model_v3	NA	NA	7.58e-12	707.66	NA	NA	working
A0A178W3E8	I1JBG5	AF-A0A178W3E8-F1-model_v3	AF-I1JBG5-F1-model_v3	0.0e+00	1446.4	NA	NA	NA	NA	working
A0A178W3E8	K7LGU8	AF-A0A178W3E8-F1-model_v3	AF-K7LGU8-F1-model_v3	NA	NA	NA	NA	0.000E+00	6936	working
A0A178W3G2	I1JB61	AF-A0A178W3G2-F1-model_v3	AF-I1JB61-F1-model_v3	1.9e-277	795.8	NA	NA	NA	NA	working
A0A178W3G2	K7LGR1	AF-A0A178W3G2-F1-model_v3	AF-K7LGR1-F1-model_v3	NA	NA	6.77e-15	2108.13	5.457E-68	3624	working
A0A178W5Y7	I1M2Z8	AF-A0A178W5Y7-F1-model_v3	AF-I1M2Z8-F1-model_v3	1.3e-12	58.2	NA	NA	NA	NA	working
