A0A178UWL0	Q5TAQ9	AF-A0A178UWL0-F1-model_v3	AF-Q5TAQ9-F1-model_v3	1.3e-89	287.3	NA	NA	NA	NA	working
A0A178VR03	Q9H857	AF-A0A178VR03-F1-model_v3	AF-Q9H857-F1-model_v3	2.2e-87	280.4	NA	NA	NA	NA	working
A0A178VR03	Q86UY8	AF-A0A178VR03-F1-model_v3	AF-Q86UY8-F1-model_v3	NA	NA	0.00e+00	1248.18	1.024E-46	2111	working
A0A1I9LSE8	O60336	AF-A0A1I9LSE8-F1-model_v3	AF-O60336-F1-model_v3	2.6e-71	261.2	9.34e-10	1822.67	NA	NA	working
A0A1I9LSE8	O43379	AF-A0A1I9LSE8-F1-model_v3	AF-O43379-F1-model_v3	NA	NA	NA	NA	3.841E-64	3165	working
A0A1P8APH9	Q8NE62	AF-A0A1P8APH9-F1-model_v3	AF-Q8NE62-F1-model_v3	2.8e-23	103.6	NA	NA	NA	NA	working
A0A1P8APW5	Q9NWC5	AF-A0A1P8APW5-F1-model_v3	AF-Q9NWC5-F1-model_v3	4.4e-15	73.2	NA	NA	NA	NA	working
A0A1P8APW5	Q96B21	AF-A0A1P8APW5-F1-model_v3	AF-Q96B21-F1-model_v3	NA	NA	NA	NA	1.060E-10	624	working
A0A1P8ARL5	P30039	AF-A0A1P8ARL5-F1-model_v3	AF-P30039-F1-model_v3	6.5e-50	167.5	NA	NA	NA	NA	working
A0A1P8AT95	Q7Z333	AF-A0A1P8AT95-F1-model_v3	AF-Q7Z333-F1-model_v3	8.9e-57	219.5	NA	NA	NA	NA	working
A0A1P8ATN7	Q4J6C6	AF-A0A1P8ATN7-F1-model_v3	AF-Q4J6C6-F1-model_v3	2.8e-55	203.0	NA	NA	NA	NA	working
A0A1P8AW76	P61970	AF-A0A1P8AW76-F1-model_v3	AF-P61970-F1-model_v3	3.4e-21	83.2	NA	NA	NA	NA	working
A0A1P8AXP5	Q9NTN3	AF-A0A1P8AXP5-F1-model_v3	AF-Q9NTN3-F1-model_v3	4.2e-31	120.6	NA	NA	NA	NA	working
A0A1P8AXP5	Q76EJ3	AF-A0A1P8AXP5-F1-model_v3	AF-Q76EJ3-F1-model_v3	NA	NA	0.00e+00	845.81	NA	NA	working
A0A1P8AY88	Q9Y5M8	AF-A0A1P8AY88-F1-model_v3	AF-Q9Y5M8-F1-model_v3	8.5e-28	107.8	NA	NA	1.397E-21	840	working
A0A1P8B3M4	O75762	AF-A0A1P8B3M4-F1-model_v3	AF-O75762-F1-model_v3	1.6e-12	71.2	NA	NA	NA	NA	working
A0A1P8BC43	Q9NZI8	AF-A0A1P8BC43-F1-model_v3	AF-Q9NZI8-F1-model_v3	4.2e-06	50.1	NA	NA	NA	NA	working
