A0A178V165	C5YI99	AF-A0A178V165-F1-model_v3	AF-C5YI99-F1-model_v3	2.3e-132	401.4	NA	NA	NA	NA	working
A0A178VGJ3	A0A1B6PPZ3	AF-A0A178VGJ3-F1-model_v3	AF-A0A1B6PPZ3-F1-model_v3	1.6e-98	303.9	4.46e-12	818.05	NA	NA	working
A0A178VGJ3	C5XJC0	AF-A0A178VGJ3-F1-model_v3	AF-C5XJC0-F1-model_v3	NA	NA	NA	NA	5.453E-32	1400	working
A0A178VI87	C5X991	AF-A0A178VI87-F1-model_v3	AF-C5X991-F1-model_v3	1.6e-212	595.5	NA	NA	NA	NA	working
A0A178VI87	A0A1B6QED1	AF-A0A178VI87-F1-model_v3	AF-A0A1B6QED1-F1-model_v3	NA	NA	0.00e+00	1131.80	8.298E-66	2640	working
A0A178VQ59	C5WT95	AF-A0A178VQ59-F1-model_v3	AF-C5WT95-F1-model_v3	1.8e-37	132.1	NA	NA	NA	NA	working
A0A178VQ59	C5YNX4	AF-A0A178VQ59-F1-model_v3	AF-C5YNX4-F1-model_v3	NA	NA	NA	NA	1.949E-21	831	working
A0A1I9LLC5	C5WPZ5	AF-A0A1I9LLC5-F1-model_v3	AF-C5WPZ5-F1-model_v3	1.8e-225	679.1	NA	NA	6.346E-66	3167	working
A0A1I9LLC5	C5WRP1	AF-A0A1I9LLC5-F1-model_v3	AF-C5WRP1-F1-model_v3	NA	NA	1.27e-05	2244.06	NA	NA	working
A0A1I9LLD6	C5X5C9	AF-A0A1I9LLD6-F1-model_v3	AF-C5X5C9-F1-model_v3	8.3e-134	386.0	NA	NA	NA	NA	working
A0A1I9LLD6	C5YHK0	AF-A0A1I9LLD6-F1-model_v3	AF-C5YHK0-F1-model_v3	NA	NA	0.00e+00	970.40	7.171E-30	1687	working
A0A1I9LLJ3	A0A1Z5RF20	AF-A0A1I9LLJ3-F1-model_v3	AF-A0A1Z5RF20-F1-model_v3	7.8e-191	590.9	NA	NA	NA	NA	working
A0A1I9LLJ3	A0A1B6PMM4	AF-A0A1I9LLJ3-F1-model_v3	AF-A0A1B6PMM4-F1-model_v3	NA	NA	1.05e-07	2137.74	2.655E-53	3190	working
A0A1I9LLP0	C5XXG7	AF-A0A1I9LLP0-F1-model_v3	AF-C5XXG7-F1-model_v3	7.9e-105	307.4	NA	NA	NA	NA	working
A0A1I9LMU3	C5XTE6	AF-A0A1I9LMU3-F1-model_v3	AF-C5XTE6-F1-model_v3	1.5e-150	431.8	NA	NA	4.287E-56	2156	working
A0A1I9LP30	C5YV13	AF-A0A1I9LP30-F1-model_v3	AF-C5YV13-F1-model_v3	9.3e-26	92.8	NA	NA	NA	NA	working
A0A1I9LP30	A0A1Z5SBV8	AF-A0A1I9LP30-F1-model_v3	AF-A0A1Z5SBV8-F1-model_v3	NA	NA	3.54e-11	264.66	NA	NA	working
A0A1I9LRC2	C5WPB9	AF-A0A1I9LRC2-F1-model_v3	AF-C5WPB9-F1-model_v3	1.0e-40	139.8	1.68e-03	295.67	NA	NA	working
A0A1I9LRC2	A0A1B6QP05	AF-A0A1I9LRC2-F1-model_v3	AF-A0A1B6QP05-F1-model_v3	NA	NA	NA	NA	3.095E-14	598	working
A0A1I9LRJ3	A0A194YP97	AF-A0A1I9LRJ3-F1-model_v3	AF-A0A194YP97-F1-model_v3	2.8e-10	56.6	NA	NA	NA	NA	working
A0A1I9LRJ3	C5YMI4	AF-A0A1I9LRJ3-F1-model_v3	AF-C5YMI4-F1-model_v3	NA	NA	1.62e-04	271.77	2.594E-04	203	working
A0A1I9LS88	C5Z263	AF-A0A1I9LS88-F1-model_v3	AF-C5Z263-F1-model_v3	8.1e-226	634.4	NA	NA	NA	NA	working
A0A1I9LS88	C5X216	AF-A0A1I9LS88-F1-model_v3	AF-C5X216-F1-model_v3	NA	NA	0.00e+00	1271.87	NA	NA	working
A0A1I9LSC0	C5WLV7	AF-A0A1I9LSC0-F1-model_v3	AF-C5WLV7-F1-model_v3	1.8e-61	203.8	NA	NA	2.391E-24	1017	working
A0A1I9LSY4	A0A1Z5RCB6	AF-A0A1I9LSY4-F1-model_v3	AF-A0A1Z5RCB6-F1-model_v3	1.6e-35	138.3	NA	NA	1.584E-17	903	working
A0A1I9LSY4	C5YEE0	AF-A0A1I9LSY4-F1-model_v3	AF-C5YEE0-F1-model_v3	NA	NA	1.58e-07	763.25	NA	NA	working
A0A1I9LTP1	C5YUX6	AF-A0A1I9LTP1-F1-model_v3	AF-C5YUX6-F1-model_v3	0.0e+00	1029.6	NA	NA	NA	NA	working
A0A1I9LTP1	C5XHK2	AF-A0A1I9LTP1-F1-model_v3	AF-C5XHK2-F1-model_v3	NA	NA	4.75e-14	2403.68	0.000E+00	5307	working
A0A1I9LTW1	A0A1B6QE22	AF-A0A1I9LTW1-F1-model_v3	AF-A0A1B6QE22-F1-model_v3	1.4e-42	149.8	NA	NA	NA	NA	working
A0A1P8ANQ6	C5YGW5	AF-A0A1P8ANQ6-F1-model_v3	AF-C5YGW5-F1-model_v3	1.9e-155	441.4	NA	NA	NA	NA	working
A0A1P8AP43	A0A1Z5R775	AF-A0A1P8AP43-F1-model_v3	AF-A0A1Z5R775-F1-model_v3	1.8e-16	83.6	NA	NA	NA	NA	working
A0A1P8AP43	A0A1Z5R749	AF-A0A1P8AP43-F1-model_v3	AF-A0A1Z5R749-F1-model_v3	NA	NA	NA	NA	2.072E-44	2903	working
A0A1P8AP72	C5YHC7	AF-A0A1P8AP72-F1-model_v3	AF-C5YHC7-F1-model_v3	6.8e-158	456.1	NA	NA	2.645E-49	2311	working
A0A1P8AP72	A0A1W0W7Y6	AF-A0A1P8AP72-F1-model_v3	AF-A0A1W0W7Y6-F1-model_v3	NA	NA	5.58e-13	1178.36	NA	NA	working
A0A1P8APG6	C5YYB2	AF-A0A1P8APG6-F1-model_v3	AF-C5YYB2-F1-model_v3	5.2e-66	206.5	NA	NA	5.762E-24	927	working
A0A1P8APG6	C5XRC1	AF-A0A1P8APG6-F1-model_v3	AF-C5XRC1-F1-model_v3	NA	NA	1.54e-08	449.05	NA	NA	working
A0A1P8APP1	A0A1Z5RES7	AF-A0A1P8APP1-F1-model_v3	AF-A0A1Z5RES7-F1-model_v3	1.1e-104	320.1	NA	NA	9.243E-44	1788	working
A0A1P8APQ0	A0A1Z5S7Z3	AF-A0A1P8APQ0-F1-model_v3	AF-A0A1Z5S7Z3-F1-model_v3	3.7e-143	413.3	NA	NA	9.134E-47	1930	working
A0A1P8APQ0	A0A1Z5S871	AF-A0A1P8APQ0-F1-model_v3	AF-A0A1Z5S871-F1-model_v3	NA	NA	1.69e-13	789.40	NA	NA	working
A0A1P8AQ63	A0A1B6PRT9	AF-A0A1P8AQ63-F1-model_v3	AF-A0A1B6PRT9-F1-model_v3	3.4e-10	63.9	NA	NA	NA	NA	working
A0A1P8AQT5	A0A1B6Q4P4	AF-A0A1P8AQT5-F1-model_v3	AF-A0A1B6Q4P4-F1-model_v3	4.3e-123	350.5	NA	NA	NA	NA	working
A0A1P8AQT5	A0A1Z5R441	AF-A0A1P8AQT5-F1-model_v3	AF-A0A1Z5R441-F1-model_v3	NA	NA	NA	NA	6.945E-44	1673	working
A0A1P8ARP0	C5YV17	AF-A0A1P8ARP0-F1-model_v3	AF-C5YV17-F1-model_v3	9.9e-09	59.3	NA	NA	NA	NA	working
A0A1P8ARP0	A0A1B6Q217	AF-A0A1P8ARP0-F1-model_v3	AF-A0A1B6Q217-F1-model_v3	NA	NA	5.70e-03	988.99	3.475E-09	460	working
A0A1P8ARR1	C5XXC4	AF-A0A1P8ARR1-F1-model_v3	AF-C5XXC4-F1-model_v3	1.1e-71	251.9	4.75e-06	1595.03	NA	NA	working
A0A1P8ATB1	C5XTH7	AF-A0A1P8ATB1-F1-model_v3	AF-C5XTH7-F1-model_v3	1.0e-73	226.5	NA	NA	NA	NA	working
A0A1P8ATB1	A0A194YSH2	AF-A0A1P8ATB1-F1-model_v3	AF-A0A194YSH2-F1-model_v3	NA	NA	1.08e-14	637.79	NA	NA	working
A0A1P8ATB1	A0A1Z5RQU0	AF-A0A1P8ATB1-F1-model_v3	AF-A0A1Z5RQU0-F1-model_v3	NA	NA	NA	NA	1.958E-32	1235	working
A0A1P8AU29	A0A1B6PLQ9	AF-A0A1P8AU29-F1-model_v3	AF-A0A1B6PLQ9-F1-model_v3	6.6e-231	665.2	NA	NA	2.793E-59	3130	working
A0A1P8AU29	A0A1W0W0Y5	AF-A0A1P8AU29-F1-model_v3	AF-A0A1W0W0Y5-F1-model_v3	NA	NA	3.70e-13	1595.36	NA	NA	working
A0A1P8AVC2	C5XAV9	AF-A0A1P8AVC2-F1-model_v3	AF-C5XAV9-F1-model_v3	1.2e-47	154.8	NA	NA	1.480E-19	875	working
A0A1P8AWF3	A0A1B6PQL0	AF-A0A1P8AWF3-F1-model_v3	AF-A0A1B6PQL0-F1-model_v3	3.7e-237	696.4	NA	NA	6.450E-88	3837	working
A0A1P8AWF3	A0A1B6PQM2	AF-A0A1P8AWF3-F1-model_v3	AF-A0A1B6PQM2-F1-model_v3	NA	NA	9.56e-10	2034.11	NA	NA	working
A0A1P8AWR9	A0A194YT07	AF-A0A1P8AWR9-F1-model_v3	AF-A0A194YT07-F1-model_v3	1.1e-80	278.1	NA	NA	NA	NA	working
A0A1P8AWR9	A0A1Z5RQR8	AF-A0A1P8AWR9-F1-model_v3	AF-A0A1Z5RQR8-F1-model_v3	NA	NA	NA	NA	8.721E-25	1358	working
A0A1P8AWZ7	C5XHZ4	AF-A0A1P8AWZ7-F1-model_v3	AF-C5XHZ4-F1-model_v3	8.8e-136	387.1	NA	NA	2.956E-38	1694	working
A0A1P8AWZ7	C5YZL4	AF-A0A1P8AWZ7-F1-model_v3	AF-C5YZL4-F1-model_v3	NA	NA	0.00e+00	750.01	NA	NA	working
A0A1P8AYJ0	A0A1W0W3P7	AF-A0A1P8AYJ0-F1-model_v3	AF-A0A1W0W3P7-F1-model_v3	3.7e-34	141.0	NA	NA	NA	NA	working
A0A1P8AYJ0	A0A194YHI5	AF-A0A1P8AYJ0-F1-model_v3	AF-A0A194YHI5-F1-model_v3	NA	NA	2.71e-03	1172.89	NA	NA	working
A0A1P8AYJ0	A0A1W0W3M8	AF-A0A1P8AYJ0-F1-model_v3	AF-A0A1W0W3M8-F1-model_v3	NA	NA	NA	NA	1.205E-24	920	working
A0A1P8AZ30	A0A1B6Q2B2	AF-A0A1P8AZ30-F1-model_v3	AF-A0A1B6Q2B2-F1-model_v3	1.6e-71	220.3	NA	NA	NA	NA	working
A0A1P8AZ30	C5XE76	AF-A0A1P8AZ30-F1-model_v3	AF-C5XE76-F1-model_v3	NA	NA	NA	NA	4.458E-21	780	working
A0A1P8B1C9	A0A1B6Q1T9	AF-A0A1P8B1C9-F1-model_v3	AF-A0A1B6Q1T9-F1-model_v3	1.5e-86	279.3	NA	NA	3.588E-34	1554	working
A0A1P8B1L8	A0A194YTL5	AF-A0A1P8B1L8-F1-model_v3	AF-A0A194YTL5-F1-model_v3	1.3e-28	109.4	NA	NA	NA	NA	working
A0A1P8B1L8	A0A1B6QCU3	AF-A0A1P8B1L8-F1-model_v3	AF-A0A1B6QCU3-F1-model_v3	NA	NA	4.36e-02	366.15	NA	NA	working
A0A1P8B228	C5WPC9	AF-A0A1P8B228-F1-model_v3	AF-C5WPC9-F1-model_v3	3.3e-48	154.1	NA	NA	1.597E-16	640	working
A0A1P8B4A5	C5WVC7	AF-A0A1P8B4A5-F1-model_v3	AF-C5WVC7-F1-model_v3	9.3e-258	730.3	NA	NA	NA	NA	working
A0A1P8B4A5	A0A1B6QJT2	AF-A0A1P8B4A5-F1-model_v3	AF-A0A1B6QJT2-F1-model_v3	NA	NA	NA	NA	7.519E-63	2726	working
A0A1P8B4F7	A0A1Z5R9G6	AF-A0A1P8B4F7-F1-model_v3	AF-A0A1Z5R9G6-F1-model_v3	2.9e-13	69.7	NA	NA	NA	NA	working
A0A1P8B4F7	A0A1W0W7H1	AF-A0A1P8B4F7-F1-model_v3	AF-A0A1W0W7H1-F1-model_v3	NA	NA	9.09e-03	359.31	NA	NA	working
A0A1P8B4P1	A0A1Z5R8Y5	AF-A0A1P8B4P1-F1-model_v3	AF-A0A1Z5R8Y5-F1-model_v3	2.7e-246	734.9	NA	NA	5.352E-56	3895	working
A0A1P8B4P1	A0A1Z5R839	AF-A0A1P8B4P1-F1-model_v3	AF-A0A1Z5R839-F1-model_v3	NA	NA	0.00e+00	2561.59	NA	NA	working
A0A1P8B760	C5YCU5	AF-A0A1P8B760-F1-model_v3	AF-C5YCU5-F1-model_v3	3.3e-190	541.6	NA	NA	2.744E-67	2989	working
A0A1P8B760	A0A1B6QL99	AF-A0A1P8B760-F1-model_v3	AF-A0A1B6QL99-F1-model_v3	NA	NA	0.00e+00	1413.55	NA	NA	working
A0A1P8B7M3	C5X9C4	AF-A0A1P8B7M3-F1-model_v3	AF-C5X9C4-F1-model_v3	9.2e-153	430.6	NA	NA	NA	NA	working
A0A1P8B8L5	C5XJN3	AF-A0A1P8B8L5-F1-model_v3	AF-C5XJN3-F1-model_v3	3.5e-65	214.9	NA	NA	NA	NA	working
A0A1P8B8L5	A0A194YSB8	AF-A0A1P8B8L5-F1-model_v3	AF-A0A194YSB8-F1-model_v3	NA	NA	2.69e-08	781.27	NA	NA	working
A0A1P8B8P6	A0A1B6PL89	AF-A0A1P8B8P6-F1-model_v3	AF-A0A1B6PL89-F1-model_v3	2.2e-92	273.1	0.00e+00	648.91	NA	NA	working
A0A1P8B9B2	A0A1B6PTI1	AF-A0A1P8B9B2-F1-model_v3	AF-A0A1B6PTI1-F1-model_v3	4.8e-08	53.1	NA	NA	NA	NA	working
A0A1P8B9B2	C5X0A2	AF-A0A1P8B9B2-F1-model_v3	AF-C5X0A2-F1-model_v3	NA	NA	NA	NA	7.967E-11	449	working
A0A1P8B9I4	C5WP75	AF-A0A1P8B9I4-F1-model_v3	AF-C5WP75-F1-model_v3	7.6e-169	476.1	NA	NA	NA	NA	working
A0A1P8B9I4	A0A1Z5S7T0	AF-A0A1P8B9I4-F1-model_v3	AF-A0A1Z5S7T0-F1-model_v3	NA	NA	0.00e+00	993.30	5.259E-56	2273	working
A0A1P8B9S9	A0A1Z5R3T5	AF-A0A1P8B9S9-F1-model_v3	AF-A0A1Z5R3T5-F1-model_v3	1.1e-269	793.1	NA	NA	3.127E-68	4125	working
A0A1P8B9S9	A0A1Z5R3T6	AF-A0A1P8B9S9-F1-model_v3	AF-A0A1Z5R3T6-F1-model_v3	NA	NA	5.08e-10	2274.87	NA	NA	working
A0A1P8BA18	A0A194YQY5	AF-A0A1P8BA18-F1-model_v3	AF-A0A194YQY5-F1-model_v3	3.0e-19	94.0	NA	NA	9.079E-06	219	working
A0A1P8BA18	A0A1B6QEF8	AF-A0A1P8BA18-F1-model_v3	AF-A0A1B6QEF8-F1-model_v3	NA	NA	4.38e-02	927.87	NA	NA	working
A0A1P8BAD1	A0A194YK46	AF-A0A1P8BAD1-F1-model_v3	AF-A0A194YK46-F1-model_v3	7.1e-60	188.7	NA	NA	1.634E-12	479	working
A0A1P8BAD1	C5XNE9	AF-A0A1P8BAD1-F1-model_v3	AF-C5XNE9-F1-model_v3	NA	NA	4.94e-05	322.08	NA	NA	working
A0A1P8BAJ1	C5XHP3	AF-A0A1P8BAJ1-F1-model_v3	AF-C5XHP3-F1-model_v3	6.3e-149	424.5	NA	NA	NA	NA	working
A0A1P8BAJ1	C5YX85	AF-A0A1P8BAJ1-F1-model_v3	AF-C5YX85-F1-model_v3	NA	NA	0.00e+00	899.38	NA	NA	working
A0A1P8BB64	C5WUZ6	AF-A0A1P8BB64-F1-model_v3	AF-C5WUZ6-F1-model_v3	2.8e-57	188.0	3.76e-05	509.41	NA	NA	working
A0A1P8BBA5	A0A1W0W734	AF-A0A1P8BBA5-F1-model_v3	AF-A0A1W0W734-F1-model_v3	0.0e+00	959.9	0.00e+00	2371.45	NA	NA	working
A0A1P8BBA5	A0A1W0W752	AF-A0A1P8BBA5-F1-model_v3	AF-A0A1W0W752-F1-model_v3	NA	NA	NA	NA	0.000E+00	5393	working
A0A1P8BC43	C5YIF0	AF-A0A1P8BC43-F1-model_v3	AF-C5YIF0-F1-model_v3	2.7e-158	471.1	NA	NA	NA	NA	working
A0A1P8BD72	A0A1W0W517	AF-A0A1P8BD72-F1-model_v3	AF-A0A1W0W517-F1-model_v3	7.9e-104	341.3	NA	NA	NA	NA	working
A0A1P8BDH2	C5XRE1	AF-A0A1P8BDH2-F1-model_v3	AF-C5XRE1-F1-model_v3	6.2e-229	637.5	NA	NA	NA	NA	working
A0A1P8BDH2	C5WTU3	AF-A0A1P8BDH2-F1-model_v3	AF-C5WTU3-F1-model_v3	NA	NA	NA	NA	8.369E-70	3078	working
A0A1P8BDM5	C5XYV6	AF-A0A1P8BDM5-F1-model_v3	AF-C5XYV6-F1-model_v3	3.3e-23	90.1	NA	NA	NA	NA	working
A0A1P8BDN6	A0A194YR44	AF-A0A1P8BDN6-F1-model_v3	AF-A0A194YR44-F1-model_v3	1.3e-30	110.2	NA	NA	NA	NA	working
A0A1P8BDX3	A0A1B6P5Q2	AF-A0A1P8BDX3-F1-model_v3	AF-A0A1B6P5Q2-F1-model_v3	1.2e-193	567.8	1.14e-08	1532.19	NA	NA	working
A0A1P8BDX3	A0A1B6Q2G3	AF-A0A1P8BDX3-F1-model_v3	AF-A0A1B6Q2G3-F1-model_v3	NA	NA	NA	NA	3.972E-53	2292	working
A0A1P8BEX4	A0A1W0W4P0	AF-A0A1P8BEX4-F1-model_v3	AF-A0A1W0W4P0-F1-model_v3	1.0e-115	340.5	NA	NA	1.753E-44	1917	working
A0A1P8BEX4	A0A1W0W4L6	AF-A0A1P8BEX4-F1-model_v3	AF-A0A1W0W4L6-F1-model_v3	NA	NA	0.00e+00	964.37	NA	NA	working
A0A1P8BF16	C5XZT4	AF-A0A1P8BF16-F1-model_v3	AF-C5XZT4-F1-model_v3	2.0e-230	639.0	NA	NA	NA	NA	working
A0A1P8BF18	C5WQ06	AF-A0A1P8BF18-F1-model_v3	AF-C5WQ06-F1-model_v3	2.4e-134	382.9	NA	NA	1.068E-40	1631	working
A0A1P8BF18	C5XJE4	AF-A0A1P8BF18-F1-model_v3	AF-C5XJE4-F1-model_v3	NA	NA	0.00e+00	685.58	NA	NA	working
A0A1P8BG25	A0A1B6QI05	AF-A0A1P8BG25-F1-model_v3	AF-A0A1B6QI05-F1-model_v3	0.0e+00	932.6	NA	NA	NA	NA	working
A0A1P8BG25	A0A1B6QHZ6	AF-A0A1P8BG25-F1-model_v3	AF-A0A1B6QHZ6-F1-model_v3	NA	NA	0.00e+00	1871.47	0.000E+00	4647	working
A0A1P8BGB5	C5XIH0	AF-A0A1P8BGB5-F1-model_v3	AF-C5XIH0-F1-model_v3	5.6e-61	193.7	NA	NA	NA	NA	working
A0A1P8BGF0	A0A194YRH4	AF-A0A1P8BGF0-F1-model_v3	AF-A0A194YRH4-F1-model_v3	1.3e-49	169.5	NA	NA	NA	NA	working
A0A1P8BGF0	C5XZE4	AF-A0A1P8BGF0-F1-model_v3	AF-C5XZE4-F1-model_v3	NA	NA	1.61e-04	597.41	5.264E-15	554	working
A0A1P8BGR8	A0A1Z5RBA5	AF-A0A1P8BGR8-F1-model_v3	AF-A0A1Z5RBA5-F1-model_v3	2.4e-10	62.8	NA	NA	NA	NA	working
A0A1P8BGR8	A0A1B6PIW7	AF-A0A1P8BGR8-F1-model_v3	AF-A0A1B6PIW7-F1-model_v3	NA	NA	1.11e-02	678.03	2.286E-08	344	working
A0A2P2CLC3	Q09EM4	AF-A0A2P2CLC3-F1-model_v3	AF-Q09EM4-F1-model_v3	1.2e-200	552.7	NA	NA	2.005E-42	2297	working
A0A2P2CLF0	Q09EJ9	AF-A0A2P2CLF0-F1-model_v3	AF-Q09EJ9-F1-model_v3	8.4e-148	413.7	NA	NA	2.575E-45	1806	working
A0A2P2CLG0	Q09EJ3	AF-A0A2P2CLG0-F1-model_v3	AF-Q09EJ3-F1-model_v3	1.6e-242	668.3	3.91e-06	810.22	NA	NA	working
A0A2P2CLH4	H0I4A7	AF-A0A2P2CLH4-F1-model_v3	AF-H0I4A7-F1-model_v3	3.2e-121	349.4	NA	NA	2.297E-20	896	working
A0A2P2CLH5	Q09EL2	AF-A0A2P2CLH5-F1-model_v3	AF-Q09EL2-F1-model_v3	5.3e-192	544.3	4.58e-05	607.31	NA	NA	working
A0A2P2CLH7	Q09EK2	AF-A0A2P2CLH7-F1-model_v3	AF-Q09EK2-F1-model_v3	3.3e-47	146.4	NA	NA	8.965E-12	496	working
A0A2P2CLH9	Q35784	AF-A0A2P2CLH9-F1-model_v3	AF-Q35784-F1-model_v3	4.6e-90	262.7	NA	NA	NA	NA	working
A0AQW4	Q9ATR7	AF-A0AQW4-F1-model_v3	AF-Q9ATR7-F1-model_v3	3.5e-20	90.5	NA	NA	NA	NA	working
A0AQW4	C5XC81	AF-A0AQW4-F1-model_v3	AF-C5XC81-F1-model_v3	NA	NA	NA	NA	1.328E-09	377	working
A0JPW4	C5WNK4	AF-A0JPW4-F1-model_v3	AF-C5WNK4-F1-model_v3	1.1e-49	154.8	NA	NA	1.211E-10	396	working
A0JPW4	A0A1Z5SAB5	AF-A0JPW4-F1-model_v3	AF-A0A1Z5SAB5-F1-model_v3	NA	NA	5.66e-05	249.57	NA	NA	working
A0JQ12	A0A1W0W666	AF-A0JQ12-F1-model_v3	AF-A0A1W0W666-F1-model_v3	3.3e-61	191.8	NA	NA	NA	NA	working
A0JQ12	C5YD83	AF-A0JQ12-F1-model_v3	AF-C5YD83-F1-model_v3	NA	NA	0.00e+00	514.59	6.293E-21	920	working
A0MFT2	C5Y2V8	AF-A0MFT2-F1-model_v3	AF-C5Y2V8-F1-model_v3	1.0e-100	329.7	NA	NA	NA	NA	working
A1L4Y1	C5XYT4	AF-A1L4Y1-F1-model_v3	AF-C5XYT4-F1-model_v3	2.6e-199	556.2	NA	NA	1.398E-53	2159	working
A1L4Y2	C5WND7	AF-A1L4Y2-F1-model_v3	AF-C5WND7-F1-model_v3	6.5e-179	503.4	0.00e+00	1095.71	NA	NA	working
